doy,tmax_C,tmin_C,precip_mm,rh_max_pct,rh_min_pct,solar_MJ_m2,tmax_C_7d_std,tmin_C_7d_std,precip_mm_7d_std,rh_max_pct_7d_std,rh_min_pct_7d_std,solar_MJ_m2_7d_std,tmax_C_30d_std,tmin_C_30d_std,precip_mm_30d_std,rh_max_pct_30d_std,rh_min_pct_30d_std,solar_MJ_m2_30d_std
12,1.299213989013092,2.235587050947825,0.14368424162141993,21.925288585783598,7.074412472280436,1.285054285284879,1.2635235166756333,1.915674254075849,0.05901317066594034,19.12299886068405,7.030649932135225,1.356001438206974,1.3848721933777646,1.8078435615804112,0.3540400478413994,19.286212202327533,6.893530860142099,1.4174912684900869
13,1.3693652873950692,2.0805241275124144,0.1796053020267749,19.153370797413857,9.346496094650218,1.7916526281020393,1.2103996328787479,1.9043176703155322,0.05901317066594034,19.17227179196043,7.1860000431964055,1.3913534755352062,1.3792048241432378,1.8033365733761684,0.34225786312154594,19.49564740037665,6.907739172696331,1.3979754092659007
14,1.130010942948251,2.039581445571194,0.01796053020267749,19.855174564562443,7.302820194671297,1.1715100998192436,1.180010913661551,1.8857719781673612,0.05901317066594034,19.195759110836267,7.272147975762172,1.4753217850544122,1.3760101101095918,1.8086597247325844,0.3377317380969239,19.619395781352917,6.9456856431933955,1.3878102739061113
15,1.119043370256993,1.7522765530245425,0.07184212081070997,17.676665865740407,7.520438102086329,1.4018516173223352,1.1778759776601537,1.9105727871248912,0.2514474228374849,19.236285186877616,7.485377516049189,1.435012126701082,1.3730446322700929,1.8174625023580733,0.3291824592319744,19.66673439782811,6.978622836568762,1.3761014316200895
16,1.0199831328987032,1.779506999505852,0.0,17.886259518688988,6.132409935164415,1.2743047018348017,1.1733431468139197,1.8951311187460218,0.25992701560317916,19.416177277528877,7.618065042344773,1.4727601088091056,1.362562982299189,1.8268385904392654,0.32778866003233653,19.782885111265703,7.0179612050362925,1.3781095421829341
17,1.0954254832015313,1.5732576982002138,0.0,18.669220255442823,6.323025000843372,1.7444088871567347,1.185163830068704,1.870181471095425,0.8586901989648419,19.77891342926493,7.504752975507308,1.3979418253864224,1.3548773637667193,1.8336590832938513,0.3271899756922474,20.009225593058126,7.0473088409544244,1.386359754969321
18,1.2120896379074357,1.9132756351121967,1.3470397652008117,19.488016720511215,8.69804081264825,1.3763026673875423,1.3238368156682205,1.8126245476943887,1.168755860331967,20.22111392540723,8.394335121201236,1.65143824786317,1.3556527964817957,1.8467776992846,0.3277886600323366,20.085332568039846,7.090221000868715,1.3929634354585854
19,1.267484173089454,2.127495372295739,0.20304139098127974,23.18453322034242,8.00322515634952,1.5492901600410434,1.4185251941927548,1.7939727848602154,1.1790190204477826,20.987175545234994,8.646262855285466,1.6452097027830974,1.349397728022602,1.873508068897453,0.33317681909313984,20.302790390981784,7.222224653279469,1.3644150259171848
20,1.452110070178558,1.9058765939582367,4.370947585558414,21.692523859566215,8.553311626787968,1.2679246441432572,1.514130382998442,1.7891236036228186,1.1790190204477826,21.42358649100587,8.588687290731079,1.6404647898776168,1.3550473233338058,1.898795521618092,0.3299137786248528,20.643005216770835,7.369005353357881,1.3424612258275164
21,2.100721842144868,1.6366829817639397,2.1884201597725523,22.95057803755854,13.52989521452879,2.945985057156476,1.5852089096945465,1.8348145626943346,1.1790190204477826,21.72205040216914,8.724379292228676,1.5401865798907164,1.3642168473256773,1.9300305026150788,0.3299137786248528,20.881462208090472,7.511218322631181,1.347149814941152
22,1.7818620199287327,1.6217142131853297,0.14368424162141993,23.039097204534734,9.28393224067595,1.3582518017618264,1.6329566926416577,1.812107317232286,0.9865847682762382,21.81669977167474,8.570616428554862,1.495561324646055,1.3745028004218967,1.9556052116159413,0.3323085159852098,21.124827405351372,7.575142581689842,1.356565424312177
23,1.6892194545385149,1.7455627308440747,0.0,20.94113613908517,5.7293809832837015,1.2410903114964378,1.6383835754897844,1.7544809948823732,0.9575788552789125,21.688912712541537,8.486714049503616,1.429520398197414,1.3765656602453749,1.9577514183678357,0.3323085159852098,21.211973808789423,7.561048844599203,1.3560331294829315
